"ian","soil","stn_code","period","Yield, stress","Yield, no stress","Low market yield, stress","Low market yield, no stress","High market yield, stress","High market yield, no stress","Gains.total","Gains.market.low","Gains.market.high","min.temp","max.temp","precip.cum","windspeed","vapour.pressure","radiation","GDD","station","cetm","precip_e","CWR","irrigated","Gross Benefit, low","Gross Benefit, high","pivot I","pivot II","hose reel + sprinkler","hose reel + boom cart","costs.yearly, pivot I","costs.cum, pivot I","rot1costs.yearly, pivot I","rot1costs.cum, pivot I","rot2costs.yearly, pivot I","rot2costs.cum, pivot I","rot3costs.yearly, pivot I","rot3costs.cum, pivot I","costs.yearly, pivot II","costs.cum, pivot II","rot1costs.yearly, pivot II","rot1costs.cum, pivot II","rot2costs.yearly, pivot II","rot2costs.cum, pivot II","rot3costs.yearly, pivot II","rot3costs.cum, pivot II","costs.yearly, hose reel + sprinkler","costs.cum, hose reel + sprinkler","rot1costs.yearly, hose reel + sprinkler","rot1costs.cum, hose reel + sprinkler","rot2costs.yearly, hose reel + sprinkler","rot2costs.cum, hose reel + sprinkler","rot3costs.yearly, hose reel + sprinkler","rot3costs.cum, hose reel + sprinkler","costs.yearly, hose reel + boom cart","costs.cum, hose reel + boom cart","rot1costs.yearly, hose reel + boom cart","rot1costs.cum, hose reel + boom cart","rot2costs.yearly, hose reel + boom cart","rot2costs.cum, hose reel + boom cart","rot3costs.yearly, hose reel + boom cart","rot3costs.cum, hose reel + boom cart","gross.cum, low","gross.cum, high","rot1gross.yearly, low","rot1gross.yearly, high","rot1gross.cum, low","rot1gross.cum, high","rot2gross.yearly, low","rot2gross.yearly, high","rot2gross.cum, low","rot2gross.cum, high","rot3gross.yearly, low","rot3gross.yearly, high","rot3gross.cum, low","rot3gross.cum, high"
2001,"CTW","S","GS",23.71036,43.32871,16.597252,30.330097,21.339324,38.995839,19.61835,13.732845,17.656515,13.8179838709677,22.9352419354839,142.7,4.28770245956156,16.5045706436959,17.1901436689486,1635.25,"SUMMERSIDE",263.4577,142.7,120.7577,TRUE,5505.7722174,7078.8499938,262.965780921053,56.4065572368421,564.065572368421,213.709350657895,8085.96578092105,8085.96578092105,8085.96578092105,8085.96578092105,0,0,0,0,6381.40655723684,6381.40655723684,6381.40655723684,6381.40655723684,0,0,0,0,10865.0655723684,10865.0655723684,10865.0655723684,10865.0655723684,0,0,0,0,10775.7093506579,10775.7093506579,10775.7093506579,10775.7093506579,0,0,0,0,5505.7722174,7078.8499938,5505.7722174,7078.8499938,5505.7722174,7078.8499938,0,0,0,0,0,0,0,0
2002,"CTW","S","GS",39.86977,43.09909,27.908839,30.169363,35.882793,38.789181,3.22931999999999,2.260524,2.90638799999999,12.6538978494624,21.1956720430108,355.6,4.16568822723495,14.9518598208566,16.6625391948447,1459.45,"SUMMERSIDE",344.767,355.6,-10.833,FALSE,0,0,0,0,0,0,0,8085.96578092105,0,8085.96578092105,0,0,0,0,0,6381.40655723684,0,6381.40655723684,0,0,0,0,0,10865.0655723684,0,10865.0655723684,0,0,0,0,0,10775.7093506579,0,10775.7093506579,0,0,0,0,5505.7722174,7078.8499938,0,0,5505.7722174,7078.8499938,0,0,0,0,0,0,0,0
2003,"CTW","S","GS",40.79945,43.34584,28.559615,30.342088,36.719505,39.011256,2.54639,1.782473,2.291751,13.7502419354839,22.7022580645161,275.7,4.32569046737832,16.6054631530596,16.9506087865304,1616.5,"SUMMERSIDE",350.51985,275.7,74.81985,TRUE,714.629075160001,918.808810920002,162.930068092105,34.9487457236842,349.487457236842,132.41144506579,162.930068092105,8248.89584901316,0,8085.96578092105,0,0,162.930068092105,162.930068092105,34.9487457236842,6416.35530296053,0,6381.40655723684,0,0,34.9487457236842,34.9487457236842,349.487457236842,11214.5530296053,0,10865.0655723684,0,0,349.487457236842,349.487457236842,132.41144506579,10908.1207957237,0,10775.7093506579,0,0,132.41144506579,132.41144506579,6220.40129256,7997.65880472,0,0,5505.7722174,7078.8499938,0,0,0,0,714.629075160001,918.808810920002,714.629075160001,918.808810920002
2004,"CTW","S","GS",38.85445,40.48716,27.198115,28.341012,34.969005,36.438444,1.63271,1.142897,1.469439,13.0812096774194,20.8255376344086,301.3,4.63933492709717,15.3097389131388,15.6770462347669,1463.75,"SUMMERSIDE",314.24898,301.3,12.94898,TRUE,458.210265240001,589.127483880001,28.1981077631579,6.04853671052632,60.4853671052632,22.9162869736842,28.1981077631579,8277.09395677632,28.1981077631579,8114.16388868421,0,0,0,162.930068092105,6.04853671052632,6422.40383967105,6.04853671052632,6387.45509394737,0,0,0,34.9487457236842,60.4853671052632,11275.0383967105,60.4853671052632,10925.5509394737,0,0,0,349.487457236842,22.9162869736842,10931.0370826974,22.9162869736842,10798.6256376316,0,0,0,132.41144506579,6678.6115578,8586.7862886,458.210265240001,589.127483880001,5963.98248264,7667.97747768,0,0,0,0,0,0,714.629075160001,918.808810920002
2005,"CTW","S","GS",34.68052,42.23464,24.276364,29.564248,31.212468,38.011176,7.55412,5.28788399999999,6.798708,13.2628225806452,21.4875,314.4,4.78699508266114,16.0436453026786,16.0591293215295,1512.9,"SUMMERSIDE",342.58552,314.4,28.18552,TRUE,2120.01845328,2725.73801136,61.3776784210526,13.1656047368421,131.656047368421,49.8809531578947,61.3776784210526,8338.47163519737,0,8114.16388868421,7884.37767842105,7884.37767842105,0,162.930068092105,13.1656047368421,6435.56944440789,0,6387.45509394737,6338.16560473684,6338.16560473684,0,34.9487457236842,131.656047368421,11406.6944440789,0,10925.5509394737,10432.6560473684,10432.6560473684,0,349.487457236842,49.8809531578947,10980.9180358553,0,10798.6256376316,10611.8809531579,10611.8809531579,0,132.41144506579,8798.63001108,11312.52429996,0,0,5963.98248264,7667.97747768,2120.01845328,2725.73801136,2120.01845328,2725.73801136,0,0,714.629075160001,918.808810920002
2006,"CTW","S","GS",44.7664,44.78294,31.33648,31.348058,40.28976,40.304646,0.0165400000000062,0.0115780000000072,0.0148860000000042,13.3616129032258,21.827876344086,376.9,4.65154488727858,16.803545785357,16.2422417362605,1539.25,"SUMMERSIDE",335.84657,376.9,-41.05343,FALSE,0,0,0,0,0,0,0,8338.47163519737,0,8114.16388868421,0,7884.37767842105,0,162.930068092105,0,6435.56944440789,0,6387.45509394737,0,6338.16560473684,0,34.9487457236842,0,11406.6944440789,0,10925.5509394737,0,10432.6560473684,0,349.487457236842,0,10980.9180358553,0,10798.6256376316,0,10611.8809531579,0,132.41144506579,8798.63001108,11312.52429996,0,0,5963.98248264,7667.97747768,0,0,2120.01845328,2725.73801136,0,0,714.629075160001,918.808810920002
2007,"CTW","S","GS",49.28965,49.28965,34.502755,34.502755,44.360685,44.360685,0,0,0,11.7982795698925,21.3543548387097,306.6,4.56552617347308,15.2243939814964,17.3857423506035,1417,"SUMMERSIDE",335.72206,306.6,29.12206,TRUE,0,0,63.4171174999999,13.6030675,136.030675,51.5383825,63.4171174999999,8401.88875269737,63.4171174999999,8177.58100618421,0,7884.37767842105,0,162.930068092105,13.6030675,6449.17251190789,13.6030675,6401.05816144737,0,6338.16560473684,0,34.9487457236842,136.030675,11542.7251190789,136.030675,11061.5816144737,0,10432.6560473684,0,349.487457236842,51.5383825,11032.4564183553,51.5383825,10850.1640201316,0,10611.8809531579,0,132.41144506579,8798.63001108,11312.52429996,0,0,5963.98248264,7667.97747768,0,0,2120.01845328,2725.73801136,0,0,714.629075160001,918.808810920002
2008,"CTW","S","GS",46.50281,47.04976,32.551967,32.934832,41.852529,42.344784,0.546950000000002,0.382865000000002,0.492255,12.2163440860215,20.7075,348.01,4.65492913027915,15.4579916584465,16.3740726770655,1402.4,"SUMMERSIDE",300.25223,348.01,-47.75777,FALSE,0,0,0,0,0,0,0,8401.88875269737,0,8177.58100618421,0,7884.37767842105,0,162.930068092105,0,6449.17251190789,0,6401.05816144737,0,6338.16560473684,0,34.9487457236842,0,11542.7251190789,0,11061.5816144737,0,10432.6560473684,0,349.487457236842,0,11032.4564183553,0,10850.1640201316,0,10611.8809531579,0,132.41144506579,8798.63001108,11312.52429996,0,0,5963.98248264,7667.97747768,0,0,2120.01845328,2725.73801136,0,0,714.629075160001,918.808810920002
2009,"CTW","S","GS",46.22527,46.22527,32.357689,32.357689,41.602743,41.602743,0,0,0,12.1788172043011,21.334435483871,501.78,4.62434807948921,15.6215162088834,17.117100192217,1438.3,"SUMMERSIDE",322.01213,501.78,-179.76787,FALSE,0,0,0,0,0,0,0,8401.88875269737,0,8177.58100618421,0,7884.37767842105,7823,7985.93006809211,0,6449.17251190789,0,6401.05816144737,0,6338.16560473684,6325,6359.94874572368,0,11542.7251190789,0,11061.5816144737,0,10432.6560473684,10301,10650.4874572368,0,11032.4564183553,0,10850.1640201316,0,10611.8809531579,10562,10694.4114450658,8798.63001108,11312.52429996,0,0,5963.98248264,7667.97747768,0,0,2120.01845328,2725.73801136,0,0,714.629075160001,918.808810920002
2010,"CTW","S","GS",47.13595,47.13595,32.995165,32.995165,42.422355,42.422355,0,0,0,12.274435483871,21.6662903225806,446.91,4.48251730183635,15.8355816299829,17.3138732473931,1464.95,"SUMMERSIDE",356.34482,446.91,-90.5651800000001,FALSE,0,0,0,0,0,0,0,8401.88875269737,0,8177.58100618421,0,7884.37767842105,0,7985.93006809211,0,6449.17251190789,0,6401.05816144737,0,6338.16560473684,0,6359.94874572368,0,11542.7251190789,0,11061.5816144737,0,10432.6560473684,0,10650.4874572368,0,11032.4564183553,0,10850.1640201316,0,10611.8809531579,0,10694.4114450658,8798.63001108,11312.52429996,0,0,5963.98248264,7667.97747768,0,0,2120.01845328,2725.73801136,0,0,714.629075160001,918.808810920002
2011,"CTW","S","GS",45.92675,45.92878,32.148725,32.150146,41.334075,41.335902,0.00203000000000486,0.00142100000000056,0.0018270000000058,11.9776075268817,21.0606720430108,273.1,4.71799652182571,15.4306940011657,16.8791868605313,1409.7,"SUMMERSIDE",321.81691,273.1,48.71691,TRUE,0.569707320000225,0.732480840002324,106.087481644737,22.7559250657895,227.559250657895,86.2161104605263,106.087481644737,8507.97623434211,0,8177.58100618421,106.087481644737,7990.46516006579,0,7985.93006809211,22.7559250657895,6471.92843697368,0,6401.05816144737,22.7559250657895,6360.92152980263,0,6359.94874572368,227.559250657895,11770.2843697368,0,11061.5816144737,227.559250657895,10660.2152980263,0,10650.4874572368,86.2161104605263,11118.6725288158,0,10850.1640201316,86.2161104605263,10698.0970636184,0,10694.4114450658,8799.1997184,11313.2567808,0,0,5963.98248264,7667.97747768,0.569707320000225,0.732480840002324,2120.5881606,2726.4704922,0,0,714.629075160001,918.808810920002
2012,"CTW","S","GS",35.33868,43.26127,24.737076,30.282889,31.804812,38.935143,7.92259000000001,5.54581300000001,7.13033100000001,12.9508064516129,22.3393010752688,347.4,4.68715924389209,15.7662504140472,17.2734228704347,1547.75,"SUMMERSIDE",345.69988,347.4,-1.70011999999997,FALSE,0,0,0,0,0,0,0,8507.97623434211,0,8177.58100618421,0,7990.46516006579,0,7985.93006809211,0,6471.92843697368,0,6401.05816144737,0,6360.92152980263,0,6359.94874572368,0,11770.2843697368,0,11061.5816144737,0,10660.2152980263,0,10650.4874572368,0,11118.6725288158,0,10850.1640201316,0,10698.0970636184,0,10694.4114450658,8799.1997184,11313.2567808,0,0,5963.98248264,7667.97747768,0,0,2120.5881606,2726.4704922,0,0,714.629075160001,918.808810920002
2013,"CTW","S","GS",40.79105,45.76384,28.553735,32.034688,36.711945,41.187456,4.97279,3.48095300000001,4.475511,12.7949462365591,22.3044623655914,322.7,4.6654499918737,15.6756476945004,17.4926094501221,1535.5,"SUMMERSIDE",339.97064,322.7,17.27064,TRUE,1395.58367676,1794.32187012,37.6090910526316,8.06720684210527,80.6720684210527,30.5644878947369,37.6090910526316,8545.58532539474,37.6090910526316,8215.19009723684,0,7990.46516006579,0,7985.93006809211,8.06720684210527,6479.99564381579,8.06720684210527,6409.12536828947,0,6360.92152980263,0,6359.94874572368,80.6720684210527,11850.9564381579,80.6720684210527,11142.2536828947,0,10660.2152980263,0,10650.4874572368,30.5644878947369,11149.2370167105,30.5644878947369,10880.7285080263,0,10698.0970636184,0,10694.4114450658,10194.78339516,13107.57865092,1395.58367676,1794.32187012,7359.5661594,9462.2993478,0,0,2120.5881606,2726.4704922,0,0,714.629075160001,918.808810920002
2014,"CTW","S","GS",39.00948,44.69015,27.306636,31.283105,35.108532,40.221135,5.68067,3.976469,5.112603,13.0813978494624,22.2386559139785,271.7,5.02613392377885,15.9010592803679,17.0839604492014,1549.2,"SUMMERSIDE",353.44483,271.7,81.74483,TRUE,1594.24595148,2049.74479476,178.010123223684,38.1834403289474,381.834403289474,144.666837302632,178.010123223684,8723.59544861842,0,8215.19009723684,178.010123223684,8168.47528328947,0,7985.93006809211,38.1834403289474,6518.17908414474,0,6409.12536828947,38.1834403289474,6399.10497013158,0,6359.94874572368,381.834403289474,12232.7908414474,0,11142.2536828947,381.834403289474,11042.0497013158,0,10650.4874572368,144.666837302632,11293.9038540132,0,10880.7285080263,144.666837302632,10842.7639009211,0,10694.4114450658,11789.02934664,15157.32344568,0,0,7359.5661594,9462.2993478,1594.24595148,2049.74479476,3714.83411208,4776.21528696,0,0,714.629075160001,918.808810920002
2015,"CTW","S","GS",40.83319,40.97255,28.583233,28.680785,36.749871,36.875295,0.139359999999996,0.0975519999999968,0.125423999999995,13.2104301075269,22.4181451612903,394,4.63203479541795,16.8827597464904,17.1304495076245,1568.2,"SUMMERSIDE",325.33864,394,-68.66136,FALSE,0,0,0,0,0,0,0,8723.59544861842,0,8215.19009723684,0,8168.47528328947,0,7985.93006809211,0,6518.17908414474,0,6409.12536828947,0,6399.10497013158,0,6359.94874572368,0,12232.7908414474,0,11142.2536828947,0,11042.0497013158,0,10650.4874572368,0,11293.9038540132,0,10880.7285080263,0,10842.7639009211,0,10694.4114450658,11789.02934664,15157.32344568,0,0,7359.5661594,9462.2993478,0,0,3714.83411208,4776.21528696,0,0,714.629075160001,918.808810920002
2016,"CTW","S","GS",39.09852,45.81194,27.368964,32.068358,35.188668,41.230746,6.71342,4.699394,6.042078,12.212311827957,21.6145698924731,250.9,4.72679584826762,15.6706198878886,17.2921208878121,1457,"SUMMERSIDE",330.21119,250.9,79.31119,TRUE,1884.08104248,2422.38991176,172.710551907895,37.0466742763158,370.466742763158,140.35993493421,172.710551907895,8896.30600052632,172.710551907895,8387.90064914474,0,8168.47528328947,0,7985.93006809211,37.0466742763158,6555.22575842105,37.0466742763158,6446.17204256579,0,6399.10497013158,0,6359.94874572368,370.466742763158,12603.2575842105,370.466742763158,11512.7204256579,0,11042.0497013158,0,10650.4874572368,140.35993493421,11434.2637889474,140.35993493421,11021.0884429605,0,10842.7639009211,0,10694.4114450658,13673.11038912,17579.71335744,1884.08104248,2422.38991176,9243.64720188,11884.68925956,0,0,3714.83411208,4776.21528696,0,0,714.629075160001,918.808810920002
2017,"CTW","S","GS",32.08638,48.73166,22.460466,34.112162,28.877742,43.858494,16.64528,11.651696,14.980752,12.2491935483871,22.2362365591398,220.3,4.68712015154436,15.5686797937654,17.9454906854563,1496.6,"SUMMERSIDE",292.69229,220.3,72.39229,TRUE,4671.39796032,6006.08309184,157.643736776316,33.8148196710526,338.148196710526,128.115302697368,157.643736776316,9053.94973730263,0,8387.90064914474,157.643736776316,8326.11902006579,0,7985.93006809211,33.8148196710526,6589.0405780921,0,6446.17204256579,33.8148196710526,6432.91978980263,0,6359.94874572368,338.148196710526,12941.4057809211,0,11512.7204256579,338.148196710526,11380.1978980263,0,10650.4874572368,128.115302697368,11562.3790916447,0,11021.0884429605,128.115302697368,10970.8792036184,0,10694.4114450658,18344.50834944,23585.79644928,0,0,9243.64720188,11884.68925956,4671.39796032,6006.08309184,8386.2320724,10782.2983788,0,0,714.629075160001,918.808810920002
2018,"CTW","S","GS",40.09036,41.8253,28.063252,29.27771,36.081324,37.64277,1.73494,1.214458,1.561446,12.0520967741935,22.0788709677419,347.3,4.89760512504571,15.7171902313501,17.9325935816971,1481.5,"SUMMERSIDE",350.5647,347.3,3.2647,TRUE,486.90050136,626.014930320001,7.10931381578948,1.52495855263158,15.2495855263158,5.77765986842106,7.10931381578948,9061.05905111842,0,8387.90064914474,0,8326.11902006579,7.10931381578948,7993.03938190789,1.52495855263158,6590.56553664474,0,6446.17204256579,0,6432.91978980263,1.52495855263158,6361.47370427632,15.2495855263158,12956.6553664474,0,11512.7204256579,0,11380.1978980263,15.2495855263158,10665.7370427632,5.77765986842106,11568.1567515132,0,11021.0884429605,0,10970.8792036184,5.77765986842106,10700.1891049342,18831.4088508,24211.8113796,0,0,9243.64720188,11884.68925956,0,0,8386.2320724,10782.2983788,486.90050136,626.014930320001,1201.52957652,1544.82374124
2019,"CTW","S","GS",36.67854,47.75554,25.674978,33.428878,33.010686,42.979986,11.077,7.7539,9.9693,11.7532258064516,21.6797043010753,488.31,4.4807875678623,14.8393946181148,17.8827550807689,1434.65,"SUMMERSIDE",352.44155,488.31,-135.86845,FALSE,0,0,0,0,0,0,0,9061.05905111842,0,8387.90064914474,0,8326.11902006579,0,7993.03938190789,0,6590.56553664474,0,6446.17204256579,0,6432.91978980263,0,6361.47370427632,0,12956.6553664474,0,11512.7204256579,0,11380.1978980263,0,10665.7370427632,0,11568.1567515132,0,11021.0884429605,0,10970.8792036184,0,10700.1891049342,18831.4088508,24211.8113796,0,0,9243.64720188,11884.68925956,0,0,8386.2320724,10782.2983788,0,0,1201.52957652,1544.82374124
2020,"CTW","S","GS",28.62445,44.96154,20.037115,31.473078,25.762005,40.465386,16.33709,11.435963,14.703381,12.6656451612903,22.9421774193548,235.3,5.00884978377747,16.0089193887692,18.0551482559833,1566.45,"SUMMERSIDE",262.56559,235.3,27.26559,TRUE,4584.90628596,5894.87951052,59.3744098026315,12.7359005921053,127.359005921053,48.2529191447368,59.3744098026315,9120.43346092105,0,8387.90064914474,59.3744098026315,8385.49342986842,0,7993.03938190789,12.7359005921053,6603.30143723684,0,6446.17204256579,12.7359005921053,6445.65569039474,0,6361.47370427632,127.359005921053,13084.0143723684,0,11512.7204256579,127.359005921053,11507.5569039474,0,10665.7370427632,48.2529191447368,11616.4096706579,0,11021.0884429605,48.2529191447368,11019.1321227632,0,10700.1891049342,23416.31513676,30106.69089012,0,0,9243.64720188,11884.68925956,4584.90628596,5894.87951052,12971.13835836,16677.17788932,0,0,1201.52957652,1544.82374124
2021,"CTW","S","GS",44.81487,44.81487,31.370409,31.370409,40.333383,40.333383,0,0,0,13.41,22.6398655913979,490.85,4.88842322945706,17.0257107576497,17.2877231251081,1591.3,"SUMMERSIDE",367.13409,490.85,-123.71591,FALSE,0,0,0,0,0,0,0,9120.43346092105,0,8387.90064914474,0,8385.49342986842,0,7993.03938190789,0,6603.30143723684,0,6446.17204256579,0,6445.65569039474,0,6361.47370427632,0,13084.0143723684,0,11512.7204256579,0,11507.5569039474,0,10665.7370427632,0,11616.4096706579,0,11021.0884429605,0,11019.1321227632,0,10700.1891049342,23416.31513676,30106.69089012,0,0,9243.64720188,11884.68925956,0,0,12971.13835836,16677.17788932,0,0,1201.52957652,1544.82374124
2022,"CTW","S","GS",41.55097,43.68786,29.085679,30.581502,37.395873,39.319074,2.13689,1.495823,1.923201,13.0670698924731,22.5002956989247,444.6,4.49274971375946,16.8176033554864,17.3347198556775,1564.65,"SUMMERSIDE",354.01022,444.6,-90.58978,FALSE,0,0,0,0,0,0,0,9120.43346092105,0,8387.90064914474,0,8385.49342986842,0,7993.03938190789,0,6603.30143723684,0,6446.17204256579,0,6445.65569039474,0,6361.47370427632,0,13084.0143723684,0,11512.7204256579,0,11507.5569039474,0,10665.7370427632,0,11616.4096706579,0,11021.0884429605,0,11019.1321227632,0,10700.1891049342,23416.31513676,30106.69089012,0,0,9243.64720188,11884.68925956,0,0,12971.13835836,16677.17788932,0,0,1201.52957652,1544.82374124
2023,"CTW","S","GS",41.17939,41.18033,28.825573,28.826231,37.061451,37.062297,0.000939999999999941,0.00065800000000138,0.000846000000002789,13.6613440860215,22.0550268817204,451.76,4.44950434997775,18.0465092973639,16.256198667368,1573.05,"SUMMERSIDE",311.59499,451.76,-140.16501,FALSE,0,0,0,0,0,0,0,9120.43346092105,0,8387.90064914474,0,8385.49342986842,0,7993.03938190789,0,6603.30143723684,0,6446.17204256579,0,6445.65569039474,0,6361.47370427632,0,13084.0143723684,0,11512.7204256579,0,11507.5569039474,0,10665.7370427632,0,11616.4096706579,0,11021.0884429605,0,11019.1321227632,0,10700.1891049342,23416.31513676,30106.69089012,0,0,9243.64720188,11884.68925956,0,0,12971.13835836,16677.17788932,0,0,1201.52957652,1544.82374124
2024,"CTW","S","GS",32.72749,41.6233,22.909243,29.13631,29.454741,37.46097,8.89581,6.227067,8.006229,13.8806720430108,23.037688172043,344.8,4.51017202299015,18.7596093912843,17.0919774816161,1646.45,"SUMMERSIDE",278.37029,344.8,-66.42971,FALSE,0,0,0,0,0,0,0,9120.43346092105,0,8387.90064914474,0,8385.49342986842,0,7993.03938190789,0,6603.30143723684,0,6446.17204256579,0,6445.65569039474,0,6361.47370427632,0,13084.0143723684,0,11512.7204256579,0,11507.5569039474,0,10665.7370427632,0,11616.4096706579,0,11021.0884429605,0,11019.1321227632,0,10700.1891049342,23416.31513676,30106.69089012,0,0,9243.64720188,11884.68925956,0,0,12971.13835836,16677.17788932,0,0,1201.52957652,1544.82374124
2001,"CTW","NG","GS",23.35616,45.31797,16.349312,31.722579,21.020544,40.786173,21.96181,15.373267,19.765629,12.8665322580645,22.9974462365591,186.4,4.0083788357624,14.9619285034311,17.8400293386164,1581.25,"NEW_GLASGOW",304.67703,186.4,118.27703,TRUE,6163.45020564,7924.43597868,257.563795592105,55.2478232236842,552.478232236842,209.319217565789,8080.56379559211,8080.56379559211,8080.56379559211,8080.56379559211,0,0,0,0,6380.24782322368,6380.24782322368,6380.24782322368,6380.24782322368,0,0,0,0,10853.4782322368,10853.4782322368,10853.4782322368,10853.4782322368,0,0,0,0,10771.3192175658,10771.3192175658,10771.3192175658,10771.3192175658,0,0,0,0,6163.45020564,7924.43597868,6163.45020564,7924.43597868,6163.45020564,7924.43597868,0,0,0,0,0,0,0,0
2002,"CTW","NG","GS",43.73151,43.87632,30.612057,30.713424,39.358359,39.488688,0.14481,0.101367,0.130329000000003,11.9372311827957,20.9467741935484,502.3,3.97535470904306,14.4313588265787,16.8912746330205,1400.75,"NEW_GLASGOW",375.44289,502.3,-126.85711,FALSE,0,0,0,0,0,0,0,8080.56379559211,0,8080.56379559211,0,0,0,0,0,6380.24782322368,0,6380.24782322368,0,0,0,0,0,10853.4782322368,0,10853.4782322368,0,0,0,0,0,10771.3192175658,0,10771.3192175658,0,0,0,0,6163.45020564,7924.43597868,0,0,6163.45020564,7924.43597868,0,0,0,0,0,0,0,0
2003,"CTW","NG","GS",43.43362,44.17109,30.403534,30.919763,39.090258,39.753981,0.737470000000002,0.516228999999999,0.663723000000005,13.0818548387097,22.5795698924731,335.1,3.03792844586586,13.0656431951761,17.2837567312591,1568.75,"NEW_GLASGOW",379.92601,335.1,44.82601,TRUE,206.96653068,266.099825160002,97.6145349342105,20.9384651973684,209.384651973684,79.3302413815789,97.6145349342105,8178.17833052632,0,8080.56379559211,0,0,97.6145349342105,97.6145349342105,20.9384651973684,6401.18628842105,0,6380.24782322368,0,0,20.9384651973684,20.9384651973684,209.384651973684,11062.8628842105,0,10853.4782322368,0,0,209.384651973684,209.384651973684,79.3302413815789,10850.6494589474,0,10771.3192175658,0,0,79.3302413815789,79.3302413815789,6370.41673632,8190.53580384,0,0,6163.45020564,7924.43597868,0,0,0,0,206.96653068,266.099825160002,206.96653068,266.099825160002
2004,"CTW","NG","GS",40.75932,43.94032,28.531524,30.758224,36.683388,39.546288,3.181,2.2267,2.8629,12.0845430107527,20.8561827956989,348.5,3.76227100756671,14.6968543435707,16.5085033170056,1405,"NEW_GLASGOW",349.58937,348.5,1.08937000000003,TRUE,892.728563999999,1147.793868,2.37224651315784,0.508850460526304,5.08850460526304,1.92789822368416,2.37224651315784,8180.55057703947,2.37224651315784,8082.93604210526,0,0,0,97.6145349342105,0.508850460526304,6401.69513888158,0.508850460526304,6380.75667368421,0,0,0,20.9384651973684,5.08850460526304,11067.9513888158,5.08850460526304,10858.5667368421,0,0,0,209.384651973684,1.92789822368416,10852.5773571711,1.92789822368416,10773.2471157895,0,0,0,79.3302413815789,7263.14530032,9338.32967184001,892.728563999999,1147.793868,7056.17876964,9072.22984668,0,0,0,0,0,0,206.96653068,266.099825160002
2005,"CTW","NG","GS",43.25964,44.12677,30.281748,30.888739,38.933676,39.714093,0.867130000000003,0.606991000000001,0.780417,12.8477150537634,21.6810483870968,356.4,2.37409878749655,15.5786611039438,16.643092026596,1499.5,"NEW_GLASGOW",328.56884,356.4,-27.83116,FALSE,0,0,0,0,0,0,0,8180.55057703947,0,8082.93604210526,7823,7823,0,97.6145349342105,0,6401.69513888158,0,6380.75667368421,6325,6325,0,20.9384651973684,0,11067.9513888158,0,10858.5667368421,10301,10301,0,209.384651973684,0,10852.5773571711,0,10773.2471157895,10562,10562,0,79.3302413815789,7263.14530032,9338.32967184001,0,0,7056.17876964,9072.22984668,0,0,0,0,0,0,206.96653068,266.099825160002
2006,"CTW","NG","GS",44.05441,44.54308,30.838087,31.180156,39.648969,40.088772,0.488670000000006,0.342069000000006,0.439803000000005,13.0652419354839,21.7740053763441,394,3.72368497568499,16.2570260682805,16.2703590526768,1517.85,"NEW_GLASGOW",328.74993,394,-65.25007,FALSE,0,0,0,0,0,0,0,8180.55057703947,0,8082.93604210526,0,7823,0,97.6145349342105,0,6401.69513888158,0,6380.75667368421,0,6325,0,20.9384651973684,0,11067.9513888158,0,10858.5667368421,0,10301,0,209.384651973684,0,10852.5773571711,0,10773.2471157895,0,10562,0,79.3302413815789,7263.14530032,9338.32967184001,0,0,7056.17876964,9072.22984668,0,0,0,0,0,0,206.96653068,266.099825160002
2007,"CTW","NG","GS",44.2783,44.2783,30.99481,30.99481,39.85047,39.85047,0,0,0,12.6064784946237,21.1957258064516,435.8,3.81822032921042,15.0841758763545,16.4178475052475,1456.75,"NEW_GLASGOW",363.29199,435.8,-72.50801,FALSE,0,0,0,0,0,0,0,8180.55057703947,0,8082.93604210526,0,7823,0,97.6145349342105,0,6401.69513888158,0,6380.75667368421,0,6325,0,20.9384651973684,0,11067.9513888158,0,10858.5667368421,0,10301,0,209.384651973684,0,10852.5773571711,0,10773.2471157895,0,10562,0,79.3302413815789,7263.14530032,9338.32967184001,0,0,7056.17876964,9072.22984668,0,0,0,0,0,0,206.96653068,266.099825160002
2008,"CTW","NG","GS",39.54844,39.5706,27.683908,27.69942,35.593596,35.61354,0.0221599999999995,0.0155119999999975,0.0199440000000024,13.5509408602151,21.1134677419355,446.6,3.80240342532714,15.7198954356606,15.1785459140299,1509.4,"NEW_GLASGOW",310.11612,446.6,-136.48388,FALSE,0,0,0,0,0,0,0,8180.55057703947,0,8082.93604210526,0,7823,0,97.6145349342105,0,6401.69513888158,0,6380.75667368421,0,6325,0,20.9384651973684,0,11067.9513888158,0,10858.5667368421,0,10301,0,209.384651973684,0,10852.5773571711,0,10773.2471157895,0,10562,0,79.3302413815789,7263.14530032,9338.32967184001,0,0,7056.17876964,9072.22984668,0,0,0,0,0,0,206.96653068,266.099825160002
