"ian","soil","stn_code","period","Yield, stress","Yield, no stress","Low market yield, stress","Low market yield, no stress","High market yield, stress","High market yield, no stress","Gains.total","Gains.market.low","Gains.market.high","min.temp","max.temp","precip.cum","windspeed","vapour.pressure","radiation","GDD","station","cetm","precip_e","CWR","irrigated","Gross Benefit, low","Gross Benefit, high","pivot I","pivot II","hose reel + sprinkler","hose reel + boom cart","costs.yearly, pivot I","costs.cum, pivot I","rot1costs.yearly, pivot I","rot1costs.cum, pivot I","rot2costs.yearly, pivot I","rot2costs.cum, pivot I","rot3costs.yearly, pivot I","rot3costs.cum, pivot I","costs.yearly, pivot II","costs.cum, pivot II","rot1costs.yearly, pivot II","rot1costs.cum, pivot II","rot2costs.yearly, pivot II","rot2costs.cum, pivot II","rot3costs.yearly, pivot II","rot3costs.cum, pivot II","costs.yearly, hose reel + sprinkler","costs.cum, hose reel + sprinkler","rot1costs.yearly, hose reel + sprinkler","rot1costs.cum, hose reel + sprinkler","rot2costs.yearly, hose reel + sprinkler","rot2costs.cum, hose reel + sprinkler","rot3costs.yearly, hose reel + sprinkler","rot3costs.cum, hose reel + sprinkler","costs.yearly, hose reel + boom cart","costs.cum, hose reel + boom cart","rot1costs.yearly, hose reel + boom cart","rot1costs.cum, hose reel + boom cart","rot2costs.yearly, hose reel + boom cart","rot2costs.cum, hose reel + boom cart","rot3costs.yearly, hose reel + boom cart","rot3costs.cum, hose reel + boom cart","gross.cum, low","gross.cum, high","rot1gross.yearly, low","rot1gross.yearly, high","rot1gross.cum, low","rot1gross.cum, high","rot2gross.yearly, low","rot2gross.yearly, high","rot2gross.cum, low","rot2gross.cum, high","rot3gross.yearly, low","rot3gross.yearly, high","rot3gross.cum, low","rot3gross.cum, high"
2015,"CLO","EP","GS",37.25652,37.26854,26.079564,26.087978,33.530868,33.541686,0.0120199999999997,0.00841399999999837,0.0108180000000004,13.1122043010753,19.6925268817204,270.7,5.23886999475037,15.7475760793957,14.4760615814317,1395.75,"EAST_POINT_(AUT)",297.67922,270.7,26.97922,TRUE,3.37334087999935,4.33715256000018,58.7508014473684,12.6021356578947,126.021356578947,47.7461196052632,58.7508014473684,8044.50215131579,0,7938.9451625,0,7869.80618736842,58.7508014473684,7881.75080144737,12.6021356578947,6372.51254605263,0,6349.8704125,0,6335.03999789474,12.6021356578947,6337.60213565789,126.021356578947,10776.1254605263,0,10549.704125,0,10401.3999789474,126.021356578947,10427.0213565789,47.7461196052632,10742.0123223684,0,10656.2273375,0,10600.0388652632,47.7461196052632,10609.7461196053,1235.89443432,1589.00712984,0,0,1232.52109344,1584.66997728,0,0,0,0,3.37334087999935,4.33715256000018,3.37334087999935,4.33715256000018
2016,"CLO","EP","GS",36.41063,40.28116,25.487441,28.196812,32.769567,36.253044,3.87053,2.709371,3.483477,12.8015322580645,19.5065860215054,244,5.35987903225807,14.9572260319687,14.5841787872246,1364.55,"EAST_POINT_(AUT)",293.62715,244,49.62715,TRUE,1086.24102132,1396.59559884,108.069649013158,23.1811029605263,231.811029605263,87.8269957236842,108.069649013158,8152.57180032895,108.069649013158,8047.01481151316,0,7869.80618736842,0,7881.75080144737,23.1811029605263,6395.69364901316,23.1811029605263,6373.05151546053,0,6335.03999789474,0,6337.60213565789,231.811029605263,11007.9364901316,231.811029605263,10781.5151546053,0,10401.3999789474,0,10427.0213565789,87.8269957236842,10829.8393180921,87.8269957236842,10744.0543332237,0,10600.0388652632,0,10609.7461196053,2322.13545564,2985.60272868,1086.24102132,1396.59559884,2318.76211476,2981.26557612,0,0,0,0,0,0,3.37334087999935,4.33715256000018
2017,"CLO","EP","GS",39.41318,42.88027,27.589226,30.016189,35.471862,38.592243,3.46709000000001,2.426963,3.120381,12.8696505376344,20.3436290322581,269.2,5.19528318509325,15.1425314060324,15.5645134876351,1417.8,"EAST_POINT_(AUT)",330.89692,269.2,61.69692,TRUE,973.018005960002,1251.02315052,134.35316131579,28.8189560526316,288.189560526316,109.187312368421,134.35316131579,8286.92496164474,0,8047.01481151316,134.35316131579,8004.15934868421,0,7881.75080144737,28.8189560526316,6424.51260506579,0,6373.05151546053,28.8189560526316,6363.85895394737,0,6337.60213565789,288.189560526316,11296.1260506579,0,10781.5151546053,288.189560526316,10689.5895394737,0,10427.0213565789,109.187312368421,10939.0266304605,0,10744.0543332237,109.187312368421,10709.2261776316,0,10609.7461196053,3295.1534616,4236.6258792,0,0,2318.76211476,2981.26557612,973.018005960002,1251.02315052,973.018005960002,1251.02315052,0,0,3.37334087999935,4.33715256000018
2018,"CLO","EP","GS",33.95468,35.48482,23.768276,24.839374,30.559212,31.936338,1.53014,1.071098,1.377126,13.8934677419355,20.2509139784946,300.88,5.24783791141113,15.7782803463102,14.4867310230234,1479.555,"EAST_POINT_(AUT)",313.71134,300.88,12.83134,TRUE,429.42461016,552.117355919999,27.9419311842106,5.99358644736843,59.9358644736843,22.708095131579,27.9419311842106,8314.86689282895,0,8047.01481151316,0,8004.15934868421,27.9419311842106,7909.69273263158,5.99358644736843,6430.50619151316,0,6373.05151546053,0,6363.85895394737,5.99358644736843,6343.59572210526,59.9358644736843,11356.0619151316,0,10781.5151546053,0,10689.5895394737,59.9358644736843,10486.9572210526,22.708095131579,10961.7347255921,0,10744.0543332237,0,10709.2261776316,22.708095131579,10632.4542147368,3724.57807176,4788.74323512,0,0,2318.76211476,2981.26557612,0,0,973.018005960002,1251.02315052,429.42461016,552.117355919999,432.797951039999,556.454508479999
2019,"CLO","EP","GS",36.63689,45.40809,25.645823,31.785663,32.973201,40.867281,8.7712,6.13984,7.89408,14.7881075268817,17.6726827956989,376.13,5.18173704179869,15.7375815391492,17.9835,1375.5,"EAST_POINT_(AUT)",393.19842,376.13,17.06842,TRUE,2461.5846528,3164.8945536,37.1687303947368,7.97274881578947,79.7274881578948,30.2066117105263,37.1687303947368,8352.03562322368,37.1687303947368,8084.1835419079,0,8004.15934868421,0,7909.69273263158,7.97274881578947,6438.47894032895,7.97274881578947,6381.02426427632,0,6363.85895394737,0,6343.59572210526,79.7274881578948,11435.7894032895,79.7274881578948,10861.2426427632,0,10689.5895394737,0,10486.9572210526,30.2066117105263,10991.9413373026,30.2066117105263,10774.2609449342,0,10709.2261776316,0,10632.4542147368,6186.16272456,7953.63778872,2461.5846528,3164.8945536,4780.34676756,6146.16012972,0,0,973.018005960002,1251.02315052,0,0,432.797951039999,556.454508479999
2020,"CLO","EP","GS",17.87659,43.84789,12.513613,30.693523,16.088931,39.463101,25.9713,18.17991,23.37417,15.5343225806452,18.6660672043011,242.23,5.25724713759458,16.4781203776648,17.8352096774194,1480.65,"EAST_POINT_(AUT)",329.51704,242.23,87.28704,TRUE,7288.6895172,9371.1722364,190.079014736842,40.7722357894737,407.722357894737,154.475090526316,190.079014736842,8542.11463796053,0,8084.1835419079,190.079014736842,8194.23836342105,0,7909.69273263158,40.7722357894737,6479.25117611842,0,6381.02426427632,40.7722357894737,6404.63118973684,0,6343.59572210526,407.722357894737,11843.5117611842,0,10861.2426427632,407.722357894737,11097.3118973684,0,10486.9572210526,154.475090526316,11146.4164278289,0,10774.2609449342,154.475090526316,10863.7012681579,0,10632.4542147368,13474.85224176,17324.81002512,0,0,4780.34676756,6146.16012972,7288.6895172,9371.1722364,8261.70752316,10622.19538692,0,0,432.797951039999,556.454508479999
2021,"CLO","EP","GS",38.23417,38.50574,26.763919,26.954018,34.410753,34.655166,0.271570000000004,0.190099000000004,0.244413000000002,14.0271693548387,19.924311827957,437.93,5.39618169477377,16.9305514557295,15.8657440334238,1464.415,"EAST_POINT_(AUT)",305.01931,437.93,-132.91069,FALSE,0,0,0,0,0,0,0,8542.11463796053,0,8084.1835419079,0,8194.23836342105,0,7909.69273263158,0,6479.25117611842,0,6381.02426427632,0,6404.63118973684,0,6343.59572210526,0,11843.5117611842,0,10861.2426427632,0,11097.3118973684,0,10486.9572210526,0,11146.4164278289,0,10774.2609449342,0,10863.7012681579,0,10632.4542147368,13474.85224176,17324.81002512,0,0,4780.34676756,6146.16012972,0,0,8261.70752316,10622.19538692,0,0,432.797951039999,556.454508479999
2022,"CLO","EP","GS",35.91544,37.54107,25.140808,26.278749,32.323896,33.786963,1.62563,1.137941,1.463067,14.0855107526882,20.735752688172,355.4,5.37512527233116,16.9481329012674,14.5963974470758,1518.9,"EAST_POINT_(AUT)",290.25357,355.4,-65.14643,FALSE,0,0,0,0,0,0,0,8542.11463796053,0,8084.1835419079,0,8194.23836342105,0,7909.69273263158,0,6479.25117611842,0,6381.02426427632,0,6404.63118973684,0,6343.59572210526,0,11843.5117611842,0,10861.2426427632,0,11097.3118973684,0,10486.9572210526,0,11146.4164278289,0,10774.2609449342,0,10863.7012681579,0,10632.4542147368,13474.85224176,17324.81002512,0,0,4780.34676756,6146.16012972,0,0,8261.70752316,10622.19538692,0,0,432.797951039999,556.454508479999
2023,"CLO","EP","GS",33.61031,33.61031,23.527217,23.527217,30.249279,30.249279,0,0,0,14.1272580645161,20.0518817204301,420.32,4.89746872004936,17.5170743325264,13.6604179269529,1478.85,"EAST_POINT_(AUT)",270.99899,420.32,-149.32101,FALSE,0,0,0,0,0,0,0,8542.11463796053,0,8084.1835419079,0,8194.23836342105,0,7909.69273263158,0,6479.25117611842,0,6381.02426427632,0,6404.63118973684,0,6343.59572210526,0,11843.5117611842,0,10861.2426427632,0,11097.3118973684,0,10486.9572210526,0,11146.4164278289,0,10774.2609449342,0,10863.7012681579,0,10632.4542147368,13474.85224176,17324.81002512,0,0,4780.34676756,6146.16012972,0,0,8261.70752316,10622.19538692,0,0,432.797951039999,556.454508479999
2024,"CLO","EP","GS",33.40735,38.06348,23.385145,26.644436,30.066615,34.257132,4.65613,3.259291,4.190517,14.6030967741935,21.382938172043,206.29,5.24780631633855,17.8241985939637,14.7720165170356,1589.625,"EAST_POINT_(AUT)",271.40204,206.29,65.11204,TRUE,1306.71494772,1680.06207564,141.790034473684,30.4141765789474,304.141765789474,115.231176052632,141.790034473684,8683.90467243421,0,8084.1835419079,0,8194.23836342105,141.790034473684,8051.48276710526,30.4141765789474,6509.66535269737,0,6381.02426427632,0,6404.63118973684,30.4141765789474,6374.00989868421,304.141765789474,12147.6535269737,0,10861.2426427632,0,11097.3118973684,304.141765789474,10791.0989868421,115.231176052632,11261.6476038816,0,10774.2609449342,0,10863.7012681579,115.231176052632,10747.6853907895,14781.56718948,19004.87210076,0,0,4780.34676756,6146.16012972,0,0,8261.70752316,10622.19538692,1306.71494772,1680.06207564,1739.51289876,2236.51658412
2001,"CTW","S","julaug",23.71036,43.32871,16.597252,30.330097,21.339324,38.995839,19.61835,13.732845,17.656515,15.4209677419355,24.6354838709677,33.5,4.37765599266043,18.2648567106945,18.0643585268026,931.75,"SUMMERSIDE",171.44144,33.5,137.94144,TRUE,5505.7722174,7078.8499938,300.385635789474,64.4331726315789,644.33172631579,244.120048421053,8123.38563578947,8123.38563578947,8123.38563578947,8123.38563578947,0,0,0,0,6389.43317263158,6389.43317263158,6389.43317263158,6389.43317263158,0,0,0,0,10945.3317263158,10945.3317263158,10945.3317263158,10945.3317263158,0,0,0,0,10806.1200484211,10806.1200484211,10806.1200484211,10806.1200484211,0,0,0,0,5505.7722174,7078.8499938,5505.7722174,7078.8499938,5505.7722174,7078.8499938,0,0,0,0,0,0,0,0
2002,"CTW","S","julaug",39.86977,43.09909,27.908839,30.169363,35.882793,38.789181,3.22931999999999,2.260524,2.90638799999999,14.9661290322581,23.5096774193548,145.1,3.83512544802867,17.1098760801901,17.4363995564264,882.75,"SUMMERSIDE",194.1321,145.1,49.0321,TRUE,906.289282079999,1165.22907696,106.773849342105,22.9031519736842,229.031519736842,86.7739138157895,106.773849342105,8230.15948513158,0,8123.38563578947,106.773849342105,106.773849342105,0,0,22.9031519736842,6412.33632460526,0,6389.43317263158,22.9031519736842,22.9031519736842,0,0,229.031519736842,11174.3632460526,0,10945.3317263158,229.031519736842,229.031519736842,0,0,86.7739138157895,10892.8939622368,0,10806.1200484211,86.7739138157895,86.7739138157895,0,0,6412.06149948,8244.07907076,0,0,5505.7722174,7078.8499938,906.289282079999,1165.22907696,906.289282079999,1165.22907696,0,0,0,0
2003,"CTW","S","julaug",40.79945,43.34584,28.559615,30.342088,36.719505,39.011256,2.54639,1.782473,2.291751,15.5854838709677,23.7645161290323,139.9,4.33915770609319,18.374954025535,16.9421445482269,909.85,"SUMMERSIDE",198.30861,139.9,58.40861,TRUE,714.629075160001,918.808810920002,127.192433618421,27.2829691447368,272.829691447368,103.367869013158,127.192433618421,8357.35191875,0,8123.38563578947,0,106.773849342105,127.192433618421,127.192433618421,27.2829691447368,6439.61929375,0,6389.43317263158,0,22.9031519736842,27.2829691447368,27.2829691447368,272.829691447368,11447.1929375,0,10945.3317263158,0,229.031519736842,272.829691447368,272.829691447368,103.367869013158,10996.26183125,0,10806.1200484211,0,86.7739138157895,103.367869013158,103.367869013158,7126.69057464,9162.88788168,0,0,5505.7722174,7078.8499938,0,0,906.289282079999,1165.22907696,714.629075160001,918.808810920002,714.629075160001,918.808810920002
2004,"CTW","S","julaug",38.85445,40.48716,27.198115,28.341012,34.969005,36.438444,1.63271,1.142897,1.469439,15.8274193548387,23.5177419354839,168.6,4.14723701737201,18.3310141274169,16.2862279349037,909.7,"SUMMERSIDE",176.95338,153.3,23.65338,TRUE,458.210265240001,589.127483880001,51.5083472368421,11.0486182894737,110.486182894737,41.8602580263158,51.5083472368421,8408.86026598684,51.5083472368421,8174.89398302632,0,106.773849342105,0,127.192433618421,11.0486182894737,6450.66791203947,11.0486182894737,6400.48179092105,0,22.9031519736842,0,27.2829691447368,110.486182894737,11557.6791203947,110.486182894737,11055.8179092105,0,229.031519736842,0,272.829691447368,41.8602580263158,11038.1220892763,41.8602580263158,10847.9803064474,0,86.7739138157895,0,103.367869013158,7584.90083988,9752.01536556,458.210265240001,589.127483880001,5963.98248264,7667.97747768,0,0,906.289282079999,1165.22907696,0,0,714.629075160001,918.808810920002
2005,"CTW","S","julaug",34.68052,42.23464,24.276364,29.564248,31.212468,38.011176,7.55412,5.28788399999999,6.798708,14.7806451612903,23.1,94.4,4.41595373214997,17.7894294228415,16.7767096925096,864.3,"SUMMERSIDE",180.71105,88.6,92.11105,TRUE,2120.01845328,2725.73801136,200.58393125,43.02555625,430.2555625,163.01231875,200.58393125,8609.44419723684,0,8174.89398302632,8023.58393125,8130.35778059211,0,127.192433618421,43.02555625,6493.69346828947,0,6400.48179092105,6368.02555625,6390.92870822368,0,27.2829691447368,430.2555625,11987.9346828947,0,11055.8179092105,10731.2555625,10960.2870822368,0,272.829691447368,163.01231875,11201.1344080263,0,10847.9803064474,10725.01231875,10811.7862325658,0,103.367869013158,9704.91929316,12477.75337692,0,0,5963.98248264,7667.97747768,2120.01845328,2725.73801136,3026.30773536,3890.96708832,0,0,714.629075160001,918.808810920002
2006,"CTW","S","julaug",44.7664,44.78294,31.33648,31.348058,40.28976,40.304646,0.0165400000000062,0.0115780000000072,0.0148860000000042,14.5032258064516,23.3774193548387,168.2,4.41550925925926,17.9119117131335,17.5244765112901,864.3,"SUMMERSIDE",198.07961,167.6,30.47961,TRUE,4.64185176000288,5.96809512000167,66.37336125,14.23718625,142.3718625,53.94088875,66.37336125,8675.81755848684,0,8174.89398302632,0,8130.35778059211,66.37336125,193.565794868421,14.23718625,6507.93065453947,0,6400.48179092105,0,6390.92870822368,14.23718625,41.5201553947368,142.3718625,12130.3065453947,0,11055.8179092105,0,10960.2870822368,142.3718625,415.201553947368,53.94088875,11255.0752967763,0,10847.9803064474,0,10811.7862325658,53.94088875,157.308757763158,9709.56114492,12483.72147204,0,0,5963.98248264,7667.97747768,0,0,3026.30773536,3890.96708832,4.64185176000288,5.96809512000167,719.270926920004,924.776906040004
2007,"CTW","S","julaug",49.28965,49.28965,34.502755,34.502755,44.360685,44.360685,0,0,0,14.3032258064516,23.5387096774194,162.5,4.28181342999891,17.6887390389393,17.9633949403632,863.1,"SUMMERSIDE",202.56075,160,42.56075,TRUE,0,0,92.6816332236842,19.8803503289474,198.803503289474,75.3213273026316,92.6816332236842,8768.49919171053,92.6816332236842,8267.57561625,0,8130.35778059211,0,193.565794868421,19.8803503289474,6527.81100486842,19.8803503289474,6420.36214125,0,6390.92870822368,0,41.5201553947368,198.803503289474,12329.1100486842,198.803503289474,11254.6214125,0,10960.2870822368,0,415.201553947368,75.3213273026316,11330.3966240789,75.3213273026316,10923.30163375,0,10811.7862325658,0,157.308757763158,9709.56114492,12483.72147204,0,0,5963.98248264,7667.97747768,0,0,3026.30773536,3890.96708832,0,0,719.270926920004,924.776906040004
2008,"CTW","S","julaug",46.50281,47.04976,32.551967,32.934832,41.852529,42.344784,0.546950000000002,0.382865000000002,0.492255,14.1193548387097,22.85,142.45,4.54538423792456,17.2518175998357,17.467010911563,836.05,"SUMMERSIDE",177.94041,142.05,35.89041,TRUE,153.498235800001,197.3548746,78.1560901973684,16.7645994078947,167.645994078947,63.5165808552632,78.1560901973684,8846.6552819079,0,8267.57561625,78.1560901973684,8208.51387078947,0,193.565794868421,16.7645994078947,6544.57560427632,0,6420.36214125,16.7645994078947,6407.69330763158,0,41.5201553947368,167.645994078947,12496.7560427632,0,11254.6214125,167.645994078947,11127.9330763158,0,415.201553947368,63.5165808552632,11393.9132049342,0,10923.30163375,63.5165808552632,10875.3028134211,0,157.308757763158,9863.05938072,12681.07634664,0,0,5963.98248264,7667.97747768,153.498235800001,197.3548746,3179.80597116,4088.32196292,0,0,719.270926920004,924.776906040004
2009,"CTW","S","julaug",46.22527,46.22527,32.357689,32.357689,41.602743,41.602743,0,0,0,14.3209677419355,23.1838709677419,318.18,4.30077949231175,17.9257612249263,17.6538869502321,852.65,"SUMMERSIDE",197.12358,318.18,-121.05642,FALSE,0,0,0,0,0,0,0,8846.6552819079,0,8267.57561625,0,8208.51387078947,7823,8016.56579486842,0,6544.57560427632,0,6420.36214125,0,6407.69330763158,6325,6366.52015539474,0,12496.7560427632,0,11254.6214125,0,11127.9330763158,10301,10716.2015539474,0,11393.9132049342,0,10923.30163375,0,10875.3028134211,10562,10719.3087577632,9863.05938072,12681.07634664,0,0,5963.98248264,7667.97747768,0,0,3179.80597116,4088.32196292,0,0,719.270926920004,924.776906040004
2010,"CTW","S","julaug",47.13595,47.13595,32.995165,32.995165,42.422355,42.422355,0,0,0,14.3338709677419,24.1725806451613,198.41,4.20573340936244,17.954120104516,18.5068014995115,883.7,"SUMMERSIDE",211.27218,196.31,14.96218,TRUE,0,0,32.5821156578947,6.98891302631579,69.8891302631579,26.4791211842105,32.5821156578947,8879.23739756579,32.5821156578947,8300.1577319079,0,8208.51387078947,0,8016.56579486842,6.98891302631579,6551.56451730263,6.98891302631579,6427.35105427632,0,6407.69330763158,0,6366.52015539474,69.8891302631579,12566.6451730263,69.8891302631579,11324.5105427632,0,11127.9330763158,0,10716.2015539474,26.4791211842105,11420.3923261184,26.4791211842105,10949.7807549342,0,10875.3028134211,0,10719.3087577632,9863.05938072,12681.07634664,0,0,5963.98248264,7667.97747768,0,0,3179.80597116,4088.32196292,0,0,719.270926920004,924.776906040004
2011,"CTW","S","julaug",45.92675,45.92878,32.148725,32.150146,41.334075,41.335902,0.00203000000000486,0.00142100000000056,0.0018270000000058,14.2935483870968,23.1096774193548,195.2,4.84995909303413,17.4122548116199,17.4957221567342,849.5,"SUMMERSIDE",192.74315,195.2,-2.45684999999997,FALSE,0,0,0,0,0,0,0,8879.23739756579,0,8300.1577319079,0,8208.51387078947,0,8016.56579486842,0,6551.56451730263,0,6427.35105427632,0,6407.69330763158,0,6366.52015539474,0,12566.6451730263,0,11324.5105427632,0,11127.9330763158,0,10716.2015539474,0,11420.3923261184,0,10949.7807549342,0,10875.3028134211,0,10719.3087577632,9863.05938072,12681.07634664,0,0,5963.98248264,7667.97747768,0,0,3179.80597116,4088.32196292,0,0,719.270926920004,924.776906040004
2012,"CTW","S","julaug",35.33868,43.26127,24.737076,30.282889,31.804812,38.935143,7.92259000000001,5.54581300000001,7.13033100000001,15.2016129032258,25.141935483871,115.9,4.2185633213859,17.7878617562415,18.651220277825,940.65,"SUMMERSIDE",203.02951,115.6,87.42951,TRUE,2223.42734796,2858.69230452,190.389261907895,40.8387842763158,408.387842763158,154.727224934211,190.389261907895,9069.62665947368,0,8300.1577319079,0,8208.51387078947,190.389261907895,8206.95505677632,40.8387842763158,6592.40330157895,0,6427.35105427632,0,6407.69330763158,40.8387842763158,6407.35893967105,408.387842763158,12975.0330157895,0,11324.5105427632,0,11127.9330763158,408.387842763158,11124.5893967105,154.727224934211,11575.1195510526,0,10949.7807549342,0,10875.3028134211,154.727224934211,10874.0359826974,12086.48672868,15539.76865116,0,0,5963.98248264,7667.97747768,0,0,3179.80597116,4088.32196292,2223.42734796,2858.69230452,2942.69827488001,3783.46921056001
2013,"CTW","S","julaug",40.79105,45.76384,28.553735,32.034688,36.711945,41.187456,4.97279,3.48095300000001,4.475511,14.6532258064516,24.8822580645161,109.9,4.32534275078981,17.3198235617306,19.0096464580566,915.6,"SUMMERSIDE",205.5823,105.3,100.2823,TRUE,1395.58367676,1794.32187012,218.377903289474,46.842390131579,468.42390131579,177.473280921053,218.377903289474,9288.00456276316,218.377903289474,8518.53563519737,0,8208.51387078947,0,8206.95505677632,46.842390131579,6639.24569171053,46.842390131579,6474.19344440789,0,6407.69330763158,0,6407.35893967105,468.42390131579,13443.4569171053,468.42390131579,11792.9344440789,0,11127.9330763158,0,11124.5893967105,177.473280921053,11752.5928319737,177.473280921053,11127.2540358553,0,10875.3028134211,0,10874.0359826974,13482.07040544,17334.09052128,1395.58367676,1794.32187012,7359.5661594,9462.2993478,0,0,3179.80597116,4088.32196292,0,0,2942.69827488001,3783.46921056001
2014,"CTW","S","julaug",39.00948,44.69015,27.306636,31.283105,35.108532,40.221135,5.68067,3.976469,5.112603,15.6661290322581,24.3306451612903,129.9,5.20304951690821,18.5429811812811,17.518876357637,929.9,"SUMMERSIDE",198.3334,113.9,84.4334,TRUE,1594.24595148,2049.74479476,183.864838157895,39.4392855263158,394.392855263158,149.424898684211,183.864838157895,9471.86940092105,0,8518.53563519737,183.864838157895,8392.37870894737,0,8206.95505677632,39.4392855263158,6678.68497723684,0,6474.19344440789,39.4392855263158,6447.13259315789,0,6407.35893967105,394.392855263158,13837.8497723684,0,11792.9344440789,394.392855263158,11522.3259315789,0,11124.5893967105,149.424898684211,11902.0177306579,0,11127.2540358553,149.424898684211,11024.7277121053,0,10874.0359826974,15076.31635692,19383.83531604,0,0,7359.5661594,9462.2993478,1594.24595148,2049.74479476,4774.05192264,6138.06675768,0,0,2942.69827488001,3783.46921056001
2015,"CTW","S","julaug",40.83319,40.97255,28.583233,28.680785,36.749871,36.875295,0.139359999999996,0.0975519999999968,0.125423999999995,15.9241935483871,24.5612903225806,150.9,4.38762626262626,20.2571462346439,17.4547545185228,945.05,"SUMMERSIDE",164.51708,135.8,28.71708,TRUE,39.1105478399987,50.2849900799981,62.5352202631579,13.4138992105263,134.138992105263,50.8216744736842,62.5352202631579,9534.40462118421,0,8518.53563519737,0,8392.37870894737,62.5352202631579,8269.49027703947,13.4138992105263,6692.09887644737,0,6474.19344440789,0,6447.13259315789,13.4138992105263,6420.77283888158,134.138992105263,13971.9887644737,0,11792.9344440789,0,11522.3259315789,134.138992105263,11258.7283888158,50.8216744736842,11952.8394051316,0,11127.2540358553,0,11024.7277121053,50.8216744736842,10924.8576571711,15115.42690476,19434.12030612,0,0,7359.5661594,9462.2993478,0,0,4774.05192264,6138.06675768,39.1105478399987,50.2849900799981,2981.80882272001,3833.75420064
2016,"CTW","S","julaug",39.09852,45.81194,27.368964,32.068358,35.188668,41.230746,6.71342,4.699394,6.042078,13.7112903225806,23.6758064516129,143.1,4.32048984468339,17.3229169849919,18.6046040144555,849,"SUMMERSIDE",195.51196,134.5,61.01196,TRUE,1884.08104248,2422.38991176,132.861570789474,28.4990076315789,284.990076315789,107.975113421053,132.861570789474,9667.26619197368,132.861570789474,8651.39720598684,0,8392.37870894737,0,8269.49027703947,28.4990076315789,6720.59788407895,28.4990076315789,6502.69245203947,0,6447.13259315789,0,6420.77283888158,284.990076315789,14256.9788407895,284.990076315789,12077.9245203947,0,11522.3259315789,0,11258.7283888158,107.975113421053,12060.8145185526,107.975113421053,11235.2291492763,0,11024.7277121053,0,10924.8576571711,16999.50794724,21856.51021788,1884.08104248,2422.38991176,9243.64720188,11884.68925956,0,0,4774.05192264,6138.06675768,0,0,2981.80882272001,3833.75420064
2017,"CTW","S","julaug",32.08638,48.73166,22.460466,34.112162,28.877742,43.858494,16.64528,11.651696,14.980752,13.5483870967742,23.9258064516129,70.7,4.34963662744337,16.5154818602705,19.1697432355212,851.7,"SUMMERSIDE",188.73874,70.7,118.03874,TRUE,4671.39796032,6006.08309184,257.044887763158,55.1365167105263,551.365167105263,208.897506973684,257.044887763158,9924.31107973684,0,8651.39720598684,257.044887763158,8649.42359671053,0,8269.49027703947,55.1365167105263,6775.73440078947,0,6502.69245203947,55.1365167105263,6502.26910986842,0,6420.77283888158,551.365167105263,14808.3440078947,0,12077.9245203947,551.365167105263,12073.6910986842,0,11258.7283888158,208.897506973684,12269.7120255263,0,11235.2291492763,208.897506973684,11233.6252190789,0,10924.8576571711,21670.90590756,27862.59330972,0,0,9243.64720188,11884.68925956,4671.39796032,6006.08309184,9445.44988296,12144.14984952,0,0,2981.80882272001,3833.75420064
2018,"CTW","S","julaug",40.09036,41.8253,28.063252,29.27771,36.081324,37.64277,1.73494,1.214458,1.561446,15.9241935483871,25.2677419354839,169.1,4.62574232201841,19.2058678204628,18.2631332726924,966.95,"SUMMERSIDE",189.98229,169.1,20.88229,TRUE,486.90050136,626.014930320001,45.4739341447369,9.75422756578948,97.5422756578948,36.9561579605263,45.4739341447369,9969.78501388158,0,8651.39720598684,0,8649.42359671053,45.4739341447369,8314.96421118421,9.75422756578948,6785.48862835526,0,6502.69245203947,0,6502.26910986842,9.75422756578948,6430.52706644737,97.5422756578948,14905.8862835526,0,12077.9245203947,0,12073.6910986842,97.5422756578948,11356.2706644737,36.9561579605263,12306.6681834868,0,11235.2291492763,0,11233.6252190789,36.9561579605263,10961.8138151316,22157.80640892,28488.60824004,0,0,9243.64720188,11884.68925956,0,0,9445.44988296,12144.14984952,486.90050136,626.014930320001,3468.70932408001,4459.76913096001
2019,"CTW","S","julaug",36.67854,47.75554,25.674978,33.428878,33.010686,42.979986,11.077,7.7539,9.9693,14.1564516129032,24.5177419354839,152.5,4.1397001357246,17.2143886205364,19.1147439275331,888.9,"SUMMERSIDE",202.46339,152.5,49.96339,TRUE,3108.693588,3996.891756,108.801855855263,23.3381624342105,233.381624342105,88.4220520394737,108.801855855263,10078.5868697368,108.801855855263,8760.19906184211,0,8649.42359671053,0,8314.96421118421,23.3381624342105,6808.82679078947,23.3381624342105,6526.03061447368,0,6502.26910986842,0,6430.52706644737,233.381624342105,15139.2679078947,233.381624342105,12311.3061447368,0,12073.6910986842,0,11356.2706644737,88.4220520394737,12395.0902355263,88.4220520394737,11323.6512013158,0,11233.6252190789,0,10961.8138151316,25266.49999692,32485.49999604,3108.693588,3996.891756,12352.34078988,15881.58101556,0,0,9445.44988296,12144.14984952,0,0,3468.70932408001,4459.76913096001
